Months,Observed_State,Explained_State,State_Name,Feature,Feature_Value,SHAP_Value
2018-03-01,1,2,Mixed-prokaryote mid-year state,PAR,33.1553,-0.3554031240072635
2018-03-01,1,2,Mixed-prokaryote mid-year state,PDO,-0.71,0.07531338782761236
2018-03-01,1,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.73,0.4355480027792408
2018-03-01,1,2,Mixed-prokaryote mid-year state,WPI,0.84,-0.028721799455448938
2018-03-01,1,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.3743641674330846,0.025233236609185618
2018-03-01,1,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.4712545829972355,-0.004481616119993602
2018-03-01,1,2,Mixed-prokaryote mid-year state,MHW_CumInt,5.296141265090313,0.13202832540112425
2018-04-01,3,2,Mixed-prokaryote mid-year state,SST,12.26381,-0.48357336401184026
2018-04-01,3,2,Mixed-prokaryote mid-year state,NO3,2.423023,-0.4783136810920514
2018-04-01,3,2,Mixed-prokaryote mid-year state,PO4,0.01141377,0.016747370369216585
2018-04-01,3,2,Mixed-prokaryote mid-year state,SPCo2,32.93754,-0.19431826526040494
2018-04-01,3,2,Mixed-prokaryote mid-year state,MLD,12.17951,-0.8548610564543465
2018-04-01,3,2,Mixed-prokaryote mid-year state,SSS,32.49966,-0.2999491080823976
2018-04-01,3,2,Mixed-prokaryote mid-year state,SSH,0.1669108,0.15296332651513592
2018-04-01,3,2,Mixed-prokaryote mid-year state,PAR,42.16234,-0.34820608040409656
2018-04-01,3,2,Mixed-prokaryote mid-year state,PDO,-0.81,-0.17012688267719603
2018-04-01,3,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.36,-0.1288858281364861
2018-04-01,3,2,Mixed-prokaryote mid-year state,WPI,-0.67,0.002663363597223967
2018-04-01,3,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.6275908929493288,-0.00500779007962673
2018-04-01,3,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.8459992666537223,-0.020427007020358195
2018-04-01,3,2,Mixed-prokaryote mid-year state,MHW_CumInt,9.431018529825227,-0.14539132850820546
2018-05-01,3,2,Mixed-prokaryote mid-year state,SST,16.34415,-0.1572727832867319
2018-05-01,3,2,Mixed-prokaryote mid-year state,NO3,3.422746,0.03928133790385466
2018-05-01,3,2,Mixed-prokaryote mid-year state,PO4,0.009617997,-1.2537243352878316
2018-05-01,3,2,Mixed-prokaryote mid-year state,SPCo2,38.37534,-0.1026318988322032
2018-05-01,3,2,Mixed-prokaryote mid-year state,MLD,10.80109,1.1700240491992762
2018-05-01,3,2,Mixed-prokaryote mid-year state,SSS,32.02203,-0.11812931647411733
2018-05-01,3,2,Mixed-prokaryote mid-year state,SSH,0.2256936,-0.08458641185887375
2018-05-01,3,2,Mixed-prokaryote mid-year state,PAR,42.79467,-0.6307244700741019
2018-05-01,3,2,Mixed-prokaryote mid-year state,PDO,-0.45,-0.0450784207061075
2018-05-01,3,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.12,-0.14241481761424493
2018-05-01,3,2,Mixed-prokaryote mid-year state,WPI,-0.19,-0.0008304211981333245
2018-05-01,3,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.341441925904261,-0.09400229088298555
2018-05-01,3,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.424411225461387,-0.11680706709969846
2018-05-01,3,2,Mixed-prokaryote mid-year state,MHW_CumInt,3.48707519779004,-0.2109554461310108
2018-06-01,2,2,Mixed-prokaryote mid-year state,SST,20.87104,0.3765120564961383
2018-06-01,2,2,Mixed-prokaryote mid-year state,NO3,4.692647,0.18159598547502512
2018-06-01,2,2,Mixed-prokaryote mid-year state,PO4,0.01586991,0.19849327178205026
2018-06-01,2,2,Mixed-prokaryote mid-year state,SPCo2,43.23826,0.5590229889953618
2018-06-01,2,2,Mixed-prokaryote mid-year state,MLD,10.76938,1.8251833924625076
2018-06-01,2,2,Mixed-prokaryote mid-year state,SSS,31.81951,0.32430787329588623
2018-06-01,2,2,Mixed-prokaryote mid-year state,SSH,0.276731,-0.0626395810946355
2018-06-01,2,2,Mixed-prokaryote mid-year state,PAR,46.54306,0.9887170436668988
2018-06-01,2,2,Mixed-prokaryote mid-year state,PDO,-0.65,0.1096835746694727
2018-06-01,2,2,Mixed-prokaryote mid-year state,NINO_3.4,0.12,0.12679845989910787
2018-06-01,2,2,Mixed-prokaryote mid-year state,WPI,-0.44,0.1175678704558327
2018-06-01,2,2,Mixed-prokaryote mid-year state,MHW_MeanInt,1.6840052510158994,0.16816693817055486
2018-06-01,2,2,Mixed-prokaryote mid-year state,MHW_MaxInt,2.3617158860606247,0.09568882936515019
2018-06-01,2,2,Mixed-prokaryote mid-year state,MHW_CumInt,44.954996240525816,0.31894215127874986
2018-07-01,2,2,Mixed-prokaryote mid-year state,SST,24.95535,0.3809144196375504
2018-07-01,2,2,Mixed-prokaryote mid-year state,NO3,5.052289,0.33208086237713125
2018-07-01,2,2,Mixed-prokaryote mid-year state,PO4,0.01540432,0.22813146529476733
2018-07-01,2,2,Mixed-prokaryote mid-year state,SPCo2,44.67965,0.5763637333307087
2018-07-01,2,2,Mixed-prokaryote mid-year state,MLD,10.5829,2.2018223344918573
2018-07-01,2,2,Mixed-prokaryote mid-year state,SSS,31.47992,0.3399238334173508
2018-07-01,2,2,Mixed-prokaryote mid-year state,SSH,0.3209659,-0.1000020243435354
2018-07-01,2,2,Mixed-prokaryote mid-year state,PAR,50.18477,0.9780757222780855
2018-07-01,2,2,Mixed-prokaryote mid-year state,PDO,-0.01,0.14268552219434685
2018-07-01,2,2,Mixed-prokaryote mid-year state,NINO_3.4,0.27,0.09576101266134897
2018-07-01,2,2,Mixed-prokaryote mid-year state,WPI,-0.81,0.047952671884611386
2018-07-01,2,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.5061317696246569,0.09675426879911594
2018-07-01,2,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.6202320222793107,0.12105959970931643
2018-07-01,2,2,Mixed-prokaryote mid-year state,MHW_CumInt,7.239517113188119,0.43887199590201903
2018-08-01,2,2,Mixed-prokaryote mid-year state,SST,27.43576,0.37318581224230135
2018-08-01,2,2,Mixed-prokaryote mid-year state,NO3,4.458508,0.16914393922592746
2018-08-01,2,2,Mixed-prokaryote mid-year state,PO4,0.0156309,0.2144822215852394
2018-08-01,2,2,Mixed-prokaryote mid-year state,SPCo2,44.56211,0.5576467342561361
2018-08-01,2,2,Mixed-prokaryote mid-year state,MLD,11.80913,-1.5562649285634653
2018-08-01,2,2,Mixed-prokaryote mid-year state,SSS,31.42914,0.28616359360898
2018-08-01,2,2,Mixed-prokaryote mid-year state,SSH,0.3834228,0.2983820913958233
2018-08-01,2,2,Mixed-prokaryote mid-year state,PAR,47.35277,0.9853531348076665
2018-08-01,2,2,Mixed-prokaryote mid-year state,PDO,-0.24,0.20647058176854452
2018-08-01,2,2,Mixed-prokaryote mid-year state,NINO_3.4,0.05,0.14563152362160064
2018-08-01,2,2,Mixed-prokaryote mid-year state,WPI,-1.38,0.09375363232434376
2018-08-01,2,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.5839794343840706,0.19433711236623308
2018-08-01,2,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.7039982859907801,0.22465109208676962
2018-08-01,2,2,Mixed-prokaryote mid-year state,MHW_CumInt,5.780090876397553,0.5341904569184486
2018-09-01,3,2,Mixed-prokaryote mid-year state,SST,25.73086,0.08699496457613667
2018-09-01,3,2,Mixed-prokaryote mid-year state,NO3,4.230765,-0.06362278990507424
2018-09-01,3,2,Mixed-prokaryote mid-year state,PO4,0.01444529,0.06738634915774551
2018-09-01,3,2,Mixed-prokaryote mid-year state,SPCo2,39.82151,0.1915892127289746
2018-09-01,3,2,Mixed-prokaryote mid-year state,MLD,14.61408,-1.6308970799959912
2018-09-01,3,2,Mixed-prokaryote mid-year state,SSS,31.4808,0.10149664640666971
2018-09-01,3,2,Mixed-prokaryote mid-year state,SSH,0.3798156,-0.12598106364762718
2018-09-01,3,2,Mixed-prokaryote mid-year state,PAR,37.1953,-0.6309091472244981
2018-09-01,3,2,Mixed-prokaryote mid-year state,PDO,-0.35,0.03172883380280667
2018-09-01,3,2,Mixed-prokaryote mid-year state,NINO_3.4,0.3,-0.12689980569836729
2018-09-01,3,2,Mixed-prokaryote mid-year state,WPI,-1.78,-0.017572802624347766
2018-09-01,3,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.0048159692406444,-0.08138742882172656
2018-09-01,3,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.0054693198676547,-0.07874831077734581
2018-09-01,3,2,Mixed-prokaryote mid-year state,MHW_CumInt,0.0247504610505105,-0.3129549917529897
2018-10-01,3,2,Mixed-prokaryote mid-year state,SST,21.54781,0.2534219184187527
2018-10-01,3,2,Mixed-prokaryote mid-year state,NO3,3.206622,-0.0851975808948655
2018-10-01,3,2,Mixed-prokaryote mid-year state,PO4,0.01641703,0.011347344740144294
2018-10-01,3,2,Mixed-prokaryote mid-year state,SPCo2,34.30533,-0.26965622311338455
2018-10-01,3,2,Mixed-prokaryote mid-year state,MLD,24.29105,-1.8329086247591913
2018-10-01,3,2,Mixed-prokaryote mid-year state,SSS,31.95915,0.1301094425160808
2018-10-01,3,2,Mixed-prokaryote mid-year state,SSH,0.3296569,-0.21187964266367815
2018-10-01,3,2,Mixed-prokaryote mid-year state,PAR,30.94508,-0.7505346646021972
2018-10-01,3,2,Mixed-prokaryote mid-year state,PDO,-0.57,-0.010598906381865031
2018-10-01,3,2,Mixed-prokaryote mid-year state,NINO_3.4,0.84,-0.374308539175829
2018-10-01,3,2,Mixed-prokaryote mid-year state,WPI,-1.14,-0.021596913091394436
2018-10-01,3,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.3129535396548039,-0.10425807126487205
2018-10-01,3,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.4604752735238746,-0.08371484213463504
2018-10-01,3,2,Mixed-prokaryote mid-year state,MHW_CumInt,5.852421085546238,0.431689352002037
2018-11-01,2,2,Mixed-prokaryote mid-year state,SST,18.05849,0.8346340711536221
2018-11-01,2,2,Mixed-prokaryote mid-year state,NO3,2.781609,0.10507712223781021
2018-11-01,2,2,Mixed-prokaryote mid-year state,PO4,0.02131514,0.10930640956749511
2018-11-01,2,2,Mixed-prokaryote mid-year state,SPCo2,30.79195,0.08365749800812923
2018-11-01,2,2,Mixed-prokaryote mid-year state,MLD,27.91416,-0.9899058443807708
2018-11-01,2,2,Mixed-prokaryote mid-year state,SSS,32.19113,0.1396056858761925
2018-11-01,2,2,Mixed-prokaryote mid-year state,SSH,0.3428391,0.2804713167413353
2018-11-01,2,2,Mixed-prokaryote mid-year state,PAR,20.46143,0.2350605570555323
2018-11-01,2,2,Mixed-prokaryote mid-year state,PDO,-0.69,0.17358499124714075
2018-11-01,2,2,Mixed-prokaryote mid-year state,NINO_3.4,1.0,-0.15754793503302836
2018-11-01,2,2,Mixed-prokaryote mid-year state,WPI,-0.61,0.16510968649095942
2018-11-01,2,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.5183466505796488,0.22003013196708515
2018-11-01,2,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.6822626697252815,0.34436401229087876
2018-11-01,2,2,Mixed-prokaryote mid-year state,MHW_CumInt,4.280779773466974,0.6070081591583307
2018-12-01,1,2,Mixed-prokaryote mid-year state,SST,14.78516,-0.3114634480209218
2018-12-01,1,2,Mixed-prokaryote mid-year state,NO3,2.139595,-0.25038144869491796
2018-12-01,1,2,Mixed-prokaryote mid-year state,PO4,0.03777536,-0.09676544010838613
2018-12-01,1,2,Mixed-prokaryote mid-year state,SPCo2,28.21298,-0.33611810780185203
2018-12-01,1,2,Mixed-prokaryote mid-year state,MLD,34.07256,-0.7515980715518191
2018-12-01,1,2,Mixed-prokaryote mid-year state,SSS,32.43575,-0.2807162383577156
2018-12-01,1,2,Mixed-prokaryote mid-year state,SSH,0.3576584,0.22120839657409833
2018-12-01,1,2,Mixed-prokaryote mid-year state,PAR,13.96999,-0.2292751973965076
2018-12-01,1,2,Mixed-prokaryote mid-year state,PDO,-0.21,0.11693338985445197
2018-12-01,1,2,Mixed-prokaryote mid-year state,NINO_3.4,0.97,-0.25039748939345413
2018-12-01,1,2,Mixed-prokaryote mid-year state,WPI,0.11,0.027098383291523462
2018-12-01,1,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.3956135952696268,0.13126456026090802
2018-12-01,1,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.5405428998476298,0.09133562767502065
2018-12-01,1,2,Mixed-prokaryote mid-year state,MHW_CumInt,8.909207062072685,0.5766905779222159
2019-01-01,1,2,Mixed-prokaryote mid-year state,SST,11.33342,-0.317766285505512
2019-01-01,1,2,Mixed-prokaryote mid-year state,NO3,1.603832,-0.23096311315020263
2019-01-01,1,2,Mixed-prokaryote mid-year state,PO4,0.05799674,-0.1010550780756397
2019-01-01,1,2,Mixed-prokaryote mid-year state,SPCo2,25.65638,-0.3505986156670437
2019-01-01,1,2,Mixed-prokaryote mid-year state,MLD,41.40893,-0.6513879741997278
2019-01-01,1,2,Mixed-prokaryote mid-year state,SSS,32.55126,-0.3136949088236563
2019-01-01,1,2,Mixed-prokaryote mid-year state,SSH,0.2886494,-0.027997838935845103
2019-01-01,1,2,Mixed-prokaryote mid-year state,PAR,17.91958,-0.19644263071374665
2019-01-01,1,2,Mixed-prokaryote mid-year state,PDO,-0.34,0.12097691288224471
2019-01-01,1,2,Mixed-prokaryote mid-year state,NINO_3.4,0.51,-0.294798786056779
2019-01-01,1,2,Mixed-prokaryote mid-year state,WPI,1.05,-0.024857226445061026
2019-01-01,1,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.2425090710482615,-0.057977248432345446
2019-01-01,1,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.3225022720363683,-0.011238772333942694
2019-01-01,1,2,Mixed-prokaryote mid-year state,MHW_CumInt,4.026356406810829,0.32604586061879204
2019-02-01,1,2,Mixed-prokaryote mid-year state,SST,10.04073,-0.3641011750962949
2019-02-01,1,2,Mixed-prokaryote mid-year state,NO3,1.447822,-0.3169227828543901
2019-02-01,1,2,Mixed-prokaryote mid-year state,PO4,0.06111008,-0.0918787289863212
2019-02-01,1,2,Mixed-prokaryote mid-year state,SPCo2,25.33229,-0.32273851946401555
2019-02-01,1,2,Mixed-prokaryote mid-year state,MLD,38.27085,-0.6589278770877695
2019-02-01,1,2,Mixed-prokaryote mid-year state,SSS,32.63404,-0.27515078442067775
2019-02-01,1,2,Mixed-prokaryote mid-year state,SSH,0.2215559,-0.09489132537803979
2019-02-01,1,2,Mixed-prokaryote mid-year state,PAR,20.46027,-0.16524747706170212
2019-02-01,1,2,Mixed-prokaryote mid-year state,PDO,-0.72,0.025150094674299794
2019-02-01,1,2,Mixed-prokaryote mid-year state,NINO_3.4,0.62,-0.17599068377006002
2019-02-01,1,2,Mixed-prokaryote mid-year state,WPI,2.09,-0.02562788408938747
2019-02-01,1,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.3901975909369933,0.09775747870536168
2019-02-01,1,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.5252935925098052,0.09736756591983156
2019-02-01,1,2,Mixed-prokaryote mid-year state,MHW_CumInt,10.562843797313612,0.534925142707405
2019-03-01,1,2,Mixed-prokaryote mid-year state,SST,10.47788,-0.30785857398618655
2019-03-01,1,2,Mixed-prokaryote mid-year state,NO3,1.616115,-0.29686195020894585
2019-03-01,1,2,Mixed-prokaryote mid-year state,PO4,0.03943512,-0.11336149832047444
2019-03-01,1,2,Mixed-prokaryote mid-year state,SPCo2,26.71026,-0.33003362098268463
2019-03-01,1,2,Mixed-prokaryote mid-year state,MLD,23.39373,-0.8808840396605279
2019-03-01,1,2,Mixed-prokaryote mid-year state,SSS,32.66556,-0.20720432513581083
2019-03-01,1,2,Mixed-prokaryote mid-year state,SSH,0.2134554,0.00985024582562628
2019-03-01,1,2,Mixed-prokaryote mid-year state,PAR,33.44122,-0.38638492349100356
2019-03-01,1,2,Mixed-prokaryote mid-year state,PDO,-0.39,0.1305887068832809
2019-03-01,1,2,Mixed-prokaryote mid-year state,NINO_3.4,0.81,-0.16507646494685987
2019-03-01,1,2,Mixed-prokaryote mid-year state,WPI,0.88,-0.0018955308958712423
2019-03-01,1,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.4692214584786899,0.08058817081420452
2019-03-01,1,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.5933591118586262,0.058626153160742406
2019-03-01,1,2,Mixed-prokaryote mid-year state,MHW_CumInt,5.701033773857812,0.30793084711585855
2019-04-01,1,2,Mixed-prokaryote mid-year state,SST,12.70382,-0.21314883219054767
2019-04-01,1,2,Mixed-prokaryote mid-year state,NO3,1.928897,-0.30672102676421825
2019-04-01,1,2,Mixed-prokaryote mid-year state,PO4,0.02177128,-0.06698085200728433
2019-04-01,1,2,Mixed-prokaryote mid-year state,SPCo2,30.19135,-0.21977827165785815
2019-04-01,1,2,Mixed-prokaryote mid-year state,MLD,13.28528,-0.7670482767175514
2019-04-01,1,2,Mixed-prokaryote mid-year state,SSS,32.42841,-0.25555551631995477
2019-04-01,1,2,Mixed-prokaryote mid-year state,SSH,0.2162941,0.10079796676066961
2019-04-01,1,2,Mixed-prokaryote mid-year state,PAR,39.76662,-0.03730964532005775
2019-04-01,1,2,Mixed-prokaryote mid-year state,PDO,0.1,0.1649842575216257
2019-04-01,1,2,Mixed-prokaryote mid-year state,NINO_3.4,0.67,-0.22729866343666266
2019-04-01,1,2,Mixed-prokaryote mid-year state,WPI,-1.3,0.005450677829256265
2019-04-01,1,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.1999677101998945,-0.08141408985331913
2019-04-01,1,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.2616295715508786,-0.07461199704894438
2019-04-01,1,2,Mixed-prokaryote mid-year state,MHW_CumInt,2.648240010165926,-0.08799188665237848
2019-05-01,3,2,Mixed-prokaryote mid-year state,SST,16.50236,0.20290599397132628
2019-05-01,3,2,Mixed-prokaryote mid-year state,NO3,2.55833,-0.503016325142909
2019-05-01,3,2,Mixed-prokaryote mid-year state,PO4,0.01665784,-0.022303869459438196
2019-05-01,3,2,Mixed-prokaryote mid-year state,SPCo2,35.05199,-0.28627104875680237
2019-05-01,3,2,Mixed-prokaryote mid-year state,MLD,11.53117,-1.6399668457781034
2019-05-01,3,2,Mixed-prokaryote mid-year state,SSS,32.11206,0.07257321745026972
2019-05-01,3,2,Mixed-prokaryote mid-year state,SSH,0.2469919,-0.16689232886697541
2019-05-01,3,2,Mixed-prokaryote mid-year state,PAR,48.49501,0.6274471983634123
2019-05-01,3,2,Mixed-prokaryote mid-year state,PDO,0.26,0.04642772217746465
2019-05-01,3,2,Mixed-prokaryote mid-year state,NINO_3.4,0.61,-0.24113938258105289
2019-05-01,3,2,Mixed-prokaryote mid-year state,WPI,-0.63,0.010297714320749909
2019-05-01,3,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.3218434778198453,-0.10490918309793078
2019-05-01,3,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.4192784715341252,-0.117325112308084
2019-05-01,3,2,Mixed-prokaryote mid-year state,MHW_CumInt,5.522769423970183,0.08470235367496091
2019-06-01,2,2,Mixed-prokaryote mid-year state,SST,20.34853,0.3757735541121327
2019-06-01,2,2,Mixed-prokaryote mid-year state,NO3,3.265489,0.118703174072213
2019-06-01,2,2,Mixed-prokaryote mid-year state,PO4,0.01678913,0.20551981966276336
2019-06-01,2,2,Mixed-prokaryote mid-year state,SPCo2,40.17868,0.29947048652397923
2019-06-01,2,2,Mixed-prokaryote mid-year state,MLD,10.71416,1.9315882576263295
2019-06-01,2,2,Mixed-prokaryote mid-year state,SSS,31.79374,0.319923048436766
2019-06-01,2,2,Mixed-prokaryote mid-year state,SSH,0.260858,-0.01991534656342324
2019-06-01,2,2,Mixed-prokaryote mid-year state,PAR,47.15538,1.011058999727776
2019-06-01,2,2,Mixed-prokaryote mid-year state,PDO,-0.05,0.17546542720566555
2019-06-01,2,2,Mixed-prokaryote mid-year state,NINO_3.4,0.66,0.05345054244048426
2019-06-01,2,2,Mixed-prokaryote mid-year state,WPI,-1.92,0.0008611295863580248
2019-06-01,2,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.6486416429352297,0.16246204706169162
2019-06-01,2,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.8428768731317627,0.14939842459963892
2019-06-01,2,2,Mixed-prokaryote mid-year state,MHW_CumInt,12.662483799703448,0.37349560640906343
2019-07-01,2,2,Mixed-prokaryote mid-year state,SST,24.31108,0.3858430146876321
2019-07-01,2,2,Mixed-prokaryote mid-year state,NO3,4.231383,0.1857204637000637
2019-07-01,2,2,Mixed-prokaryote mid-year state,PO4,0.0152322,0.22854049744458382
2019-07-01,2,2,Mixed-prokaryote mid-year state,SPCo2,43.853,0.5708966239078068
2019-07-01,2,2,Mixed-prokaryote mid-year state,MLD,10.29777,2.1631694790522884
2019-07-01,2,2,Mixed-prokaryote mid-year state,SSS,31.47675,0.35391201730769917
2019-07-01,2,2,Mixed-prokaryote mid-year state,SSH,0.3005702,-0.07204863654652464
2019-07-01,2,2,Mixed-prokaryote mid-year state,PAR,46.24289,1.018066714114657
2019-07-01,2,2,Mixed-prokaryote mid-year state,PDO,0.54,0.11804552586736655
2019-07-01,2,2,Mixed-prokaryote mid-year state,NINO_3.4,0.41,0.08518984794889359
2019-07-01,2,2,Mixed-prokaryote mid-year state,WPI,-0.27,0.09712068930403354
2019-07-01,2,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.6392787016379742,0.16406344092776162
2019-07-01,2,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.7872942896240662,0.1670728232377568
2019-07-01,2,2,Mixed-prokaryote mid-year state,MHW_CumInt,6.020508436329557,0.4365858548769954
2019-08-01,3,2,Mixed-prokaryote mid-year state,SST,26.92452,-0.05521972727884114
2019-08-01,3,2,Mixed-prokaryote mid-year state,NO3,4.414184,0.03727346194423368
2019-08-01,3,2,Mixed-prokaryote mid-year state,PO4,0.0136453,0.03510760609316946
2019-08-01,3,2,Mixed-prokaryote mid-year state,SPCo2,44.38897,0.3992827398838719
2019-08-01,3,2,Mixed-prokaryote mid-year state,MLD,11.39305,-1.7901041852856319
2019-08-01,3,2,Mixed-prokaryote mid-year state,SSS,31.23234,0.0980946871238798
2019-08-01,3,2,Mixed-prokaryote mid-year state,SSH,0.3237593,-0.3360749719478116
2019-08-01,3,2,Mixed-prokaryote mid-year state,PAR,45.9396,0.7918513987211016
2019-08-01,3,2,Mixed-prokaryote mid-year state,PDO,0.01,0.02224641608852541
2019-08-01,3,2,Mixed-prokaryote mid-year state,NINO_3.4,0.19,-0.0994300353202722
2019-08-01,3,2,Mixed-prokaryote mid-year state,WPI,-2.19,-0.1880316924679712
2019-08-01,3,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.2642902177393917,-0.1050278545455935
2019-08-01,3,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.3154758403127095,-0.13012506164244256
2019-08-01,3,2,Mixed-prokaryote mid-year state,MHW_CumInt,2.3415950849364227,-0.3405943344711869
2019-09-01,3,2,Mixed-prokaryote mid-year state,SST,25.00072,0.12947122320853738
2019-09-01,3,2,Mixed-prokaryote mid-year state,NO3,3.807632,-0.05040748638048644
2019-09-01,3,2,Mixed-prokaryote mid-year state,PO4,0.01137811,-0.24345884475481244
2019-09-01,3,2,Mixed-prokaryote mid-year state,SPCo2,39.94406,0.11338508569626608
2019-09-01,3,2,Mixed-prokaryote mid-year state,MLD,15.22297,-1.7213299006094718
2019-09-01,3,2,Mixed-prokaryote mid-year state,SSS,31.44908,0.06103323554750184
2019-09-01,3,2,Mixed-prokaryote mid-year state,SSH,0.353572,-0.14372033463508613
2019-09-01,3,2,Mixed-prokaryote mid-year state,PAR,37.695,-0.6707539520502467
2019-09-01,3,2,Mixed-prokaryote mid-year state,PDO,0.13,0.03670241175477198
2019-09-01,3,2,Mixed-prokaryote mid-year state,NINO_3.4,0.11,-0.15453923485043464
2019-09-01,3,2,Mixed-prokaryote mid-year state,WPI,0.86,-0.10379531290806734
2019-09-01,3,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.1862462831087638,-0.10592585606032517
2019-09-01,3,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.2734686992624994,-0.12480865392581193
2019-09-01,3,2,Mixed-prokaryote mid-year state,MHW_CumInt,5.45128390701948,0.14573388696399175
2019-10-01,3,2,Mixed-prokaryote mid-year state,SST,22.19735,0.16245091811214735
2019-10-01,3,2,Mixed-prokaryote mid-year state,NO3,3.397273,-0.08536791093545372
2019-10-01,3,2,Mixed-prokaryote mid-year state,PO4,0.0178191,0.012701708542509607
2019-10-01,3,2,Mixed-prokaryote mid-year state,SPCo2,35.40394,-0.1991139725759666
2019-10-01,3,2,Mixed-prokaryote mid-year state,MLD,23.80107,-1.751942890791639
2019-10-01,3,2,Mixed-prokaryote mid-year state,SSS,31.74935,0.1381467705322789
2019-10-01,3,2,Mixed-prokaryote mid-year state,SSH,0.3907209,0.03986451814978269
2019-10-01,3,2,Mixed-prokaryote mid-year state,PAR,30.07841,-0.7526920450350095
2019-10-01,3,2,Mixed-prokaryote mid-year state,PDO,-0.9,-0.10878088150102855
2019-10-01,3,2,Mixed-prokaryote mid-year state,NINO_3.4,0.55,-0.3580023314307149
2019-10-01,3,2,Mixed-prokaryote mid-year state,WPI,-0.81,-0.025081543327585117
2019-10-01,3,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.2278746195403251,-0.11373890842550001
2019-10-01,3,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.3020362520408734,-0.1347978378806911
2019-10-01,3,2,Mixed-prokaryote mid-year state,MHW_CumInt,2.744408533308567,-0.22239305806911422
2019-11-01,3,2,Mixed-prokaryote mid-year state,SST,18.30969,0.38917983993911764
2019-11-01,3,2,Mixed-prokaryote mid-year state,NO3,3.070642,-0.0937613774036428
2019-11-01,3,2,Mixed-prokaryote mid-year state,PO4,0.02661196,0.0007396382018093916
2019-11-01,3,2,Mixed-prokaryote mid-year state,SPCo2,31.30397,-0.11289738246453405
2019-11-01,3,2,Mixed-prokaryote mid-year state,MLD,30.54651,-1.3157136279790889
2019-11-01,3,2,Mixed-prokaryote mid-year state,SSS,32.12033,0.0017710125901479986
2019-11-01,3,2,Mixed-prokaryote mid-year state,SSH,0.3208446,-0.17265682026754
2019-11-01,3,2,Mixed-prokaryote mid-year state,PAR,21.44509,-0.4770941212375763
2019-11-01,3,2,Mixed-prokaryote mid-year state,PDO,-0.49,-0.029538257302313697
2019-11-01,3,2,Mixed-prokaryote mid-year state,NINO_3.4,0.74,-0.523859792372381
2019-11-01,3,2,Mixed-prokaryote mid-year state,WPI,-0.12,0.02639466772968587
2019-11-01,3,2,Mixed-prokaryote mid-year state,MHW_MeanInt,0.3471760040899174,-0.024023874696482424
2019-11-01,3,2,Mixed-prokaryote mid-year state,MHW_MaxInt,0.4855328773474073,-0.016625726194632935
2019-11-01,3,2,Mixed-prokaryote mid-year state,MHW_CumInt,13.207259284038033,0.4138987697279524
2019-12-01,1,2,Mixed-prokaryote mid-year state,SST,14.55685,-0.3281178493342639
2019-12-01,1,2,Mixed-prokaryote mid-year state,NO3,2.596895,-0.2166666256814294
2019-12-01,1,2,Mixed-prokaryote mid-year state,PO4,0.04730387,-0.07454440855129563
2019-12-01,1,2,Mixed-prokaryote mid-year state,SPCo2,28.03321,-0.37923198925406393
