Months,Year,Month_Number,Ecological_State,State_Name,Environmental_Variable,Value
2017-10-01,2017,10,2,Mixed-prokaryote mid-year state,SSH,0.4013067
2017-11-01,2017,11,2,Mixed-prokaryote mid-year state,SSH,0.2594601
2017-12-01,2017,12,1,Diatom-associated early-year state,SSH,0.2117888
2018-01-01,2018,1,1,Diatom-associated early-year state,SSH,0.2317394
2018-02-01,2018,2,1,Diatom-associated early-year state,SSH,0.1661376
2018-03-01,2018,3,1,Diatom-associated early-year state,SSH,0.1655205
2018-04-01,2018,4,3,Prokaryote-dominated late-year state,SSH,0.1669108
2018-05-01,2018,5,3,Prokaryote-dominated late-year state,SSH,0.2256936
2018-06-01,2018,6,2,Mixed-prokaryote mid-year state,SSH,0.276731
2018-07-01,2018,7,2,Mixed-prokaryote mid-year state,SSH,0.3209659
2018-08-01,2018,8,2,Mixed-prokaryote mid-year state,SSH,0.3834228
2018-09-01,2018,9,3,Prokaryote-dominated late-year state,SSH,0.3798156
2018-10-01,2018,10,3,Prokaryote-dominated late-year state,SSH,0.3296569
2018-11-01,2018,11,2,Mixed-prokaryote mid-year state,SSH,0.3428391
2018-12-01,2018,12,1,Diatom-associated early-year state,SSH,0.3576584
2019-01-01,2019,1,1,Diatom-associated early-year state,SSH,0.2886494
2019-02-01,2019,2,1,Diatom-associated early-year state,SSH,0.2215559
2019-03-01,2019,3,1,Diatom-associated early-year state,SSH,0.2134554
2019-04-01,2019,4,1,Diatom-associated early-year state,SSH,0.2162941
2019-05-01,2019,5,3,Prokaryote-dominated late-year state,SSH,0.2469919
2019-06-01,2019,6,2,Mixed-prokaryote mid-year state,SSH,0.260858
2019-07-01,2019,7,2,Mixed-prokaryote mid-year state,SSH,0.3005702
2019-08-01,2019,8,3,Prokaryote-dominated late-year state,SSH,0.3237593
2019-09-01,2019,9,3,Prokaryote-dominated late-year state,SSH,0.353572
2019-10-01,2019,10,3,Prokaryote-dominated late-year state,SSH,0.3907209
2019-11-01,2019,11,3,Prokaryote-dominated late-year state,SSH,0.3208446
2019-12-01,2019,12,1,Diatom-associated early-year state,SSH,0.2678824
2020-01-01,2020,1,1,Diatom-associated early-year state,SSH,0.2971561
2020-02-01,2020,2,1,Diatom-associated early-year state,SSH,0.2609283
2020-03-01,2020,3,1,Diatom-associated early-year state,SSH,0.2047682
2020-04-01,2020,4,3,Prokaryote-dominated late-year state,SSH,0.2263666
2020-05-01,2020,5,2,Mixed-prokaryote mid-year state,SSH,0.2517852
2020-06-01,2020,6,3,Prokaryote-dominated late-year state,SSH,0.3262833
2020-07-01,2020,7,2,Mixed-prokaryote mid-year state,SSH,0.3112281
2020-08-01,2020,8,2,Mixed-prokaryote mid-year state,SSH,0.3501738
2020-09-01,2020,9,3,Prokaryote-dominated late-year state,SSH,0.3843365
2020-10-01,2020,10,3,Prokaryote-dominated late-year state,SSH,0.4132317
2020-11-01,2020,11,2,Mixed-prokaryote mid-year state,SSH,0.3076442
2020-12-01,2020,12,1,Diatom-associated early-year state,SSH,0.285929
2021-01-01,2021,1,1,Diatom-associated early-year state,SSH,0.2332231
2021-02-01,2021,2,1,Diatom-associated early-year state,SSH,0.2342308
2021-03-01,2021,3,1,Diatom-associated early-year state,SSH,0.2088337
2021-04-01,2021,4,3,Prokaryote-dominated late-year state,SSH,0.2477978
2021-05-01,2021,5,3,Prokaryote-dominated late-year state,SSH,0.2245314
2021-06-01,2021,6,2,Mixed-prokaryote mid-year state,SSH,0.3273057
2021-07-01,2021,7,2,Mixed-prokaryote mid-year state,SSH,0.3930641
2021-08-01,2021,8,3,Prokaryote-dominated late-year state,SSH,0.3871253
2021-09-01,2021,9,3,Prokaryote-dominated late-year state,SSH,0.4416628
2021-10-01,2021,10,3,Prokaryote-dominated late-year state,SSH,0.4186193
2021-11-01,2021,11,2,Mixed-prokaryote mid-year state,SSH,0.2736525
2021-12-01,2021,12,1,Diatom-associated early-year state,SSH,0.2664266
2022-01-01,2022,1,1,Diatom-associated early-year state,SSH,0.3028846
2022-02-01,2022,2,1,Diatom-associated early-year state,SSH,0.3081189
2022-03-01,2022,3,3,Prokaryote-dominated late-year state,SSH,0.2468455
2022-04-01,2022,4,3,Prokaryote-dominated late-year state,SSH,0.2064492
2022-05-01,2022,5,3,Prokaryote-dominated late-year state,SSH,0.2722823
2022-06-01,2022,6,2,Mixed-prokaryote mid-year state,SSH,0.3088113
2022-07-01,2022,7,2,Mixed-prokaryote mid-year state,SSH,0.3445247
2022-08-01,2022,8,3,Prokaryote-dominated late-year state,SSH,0.3371069
2022-09-01,2022,9,3,Prokaryote-dominated late-year state,SSH,0.4279191
2022-10-01,2022,10,3,Prokaryote-dominated late-year state,SSH,0.3735748
2022-11-01,2022,11,2,Mixed-prokaryote mid-year state,SSH,0.3581005
2022-12-01,2022,12,1,Diatom-associated early-year state,SSH,0.2193665
2003-01-01,2003,1,1,Diatom-associated early-year state,PAR,18.2643
2003-02-01,2003,2,1,Diatom-associated early-year state,PAR,23.45697
2003-03-01,2003,3,1,Diatom-associated early-year state,PAR,31.66549
2003-04-01,2003,4,1,Diatom-associated early-year state,PAR,38.72302
2003-05-01,2003,5,2,Mixed-prokaryote mid-year state,PAR,44.47189
2003-06-01,2003,6,2,Mixed-prokaryote mid-year state,PAR,43.89837
2003-07-01,2003,7,2,Mixed-prokaryote mid-year state,PAR,43.4742
2003-08-01,2003,8,3,Prokaryote-dominated late-year state,PAR,42.03368
2003-09-01,2003,9,3,Prokaryote-dominated late-year state,PAR,37.95425
2003-10-01,2003,10,3,Prokaryote-dominated late-year state,PAR,30.67915
2003-11-01,2003,11,3,Prokaryote-dominated late-year state,PAR,19.52595
2003-12-01,2003,12,3,Prokaryote-dominated late-year state,PAR,17.37022
2004-01-01,2004,1,1,Diatom-associated early-year state,PAR,18.0528
2004-02-01,2004,2,1,Diatom-associated early-year state,PAR,27.39863
2004-03-01,2004,3,1,Diatom-associated early-year state,PAR,33.84466
2004-04-01,2004,4,1,Diatom-associated early-year state,PAR,42.58654
2004-05-01,2004,5,1,Diatom-associated early-year state,PAR,43.02498
2004-06-01,2004,6,2,Mixed-prokaryote mid-year state,PAR,44.87814
2004-07-01,2004,7,2,Mixed-prokaryote mid-year state,PAR,47.94345
2004-08-01,2004,8,3,Prokaryote-dominated late-year state,PAR,44.73951
2004-09-01,2004,9,3,Prokaryote-dominated late-year state,PAR,35.61415
2004-10-01,2004,10,3,Prokaryote-dominated late-year state,PAR,31.95409
2004-11-01,2004,11,3,Prokaryote-dominated late-year state,PAR,22.29022
2004-12-01,2004,12,3,Prokaryote-dominated late-year state,PAR,16.03355
2005-01-01,2005,1,1,Diatom-associated early-year state,PAR,17.39421
2005-02-01,2005,2,1,Diatom-associated early-year state,PAR,21.11561
2005-03-01,2005,3,1,Diatom-associated early-year state,PAR,34.69415
2005-04-01,2005,4,1,Diatom-associated early-year state,PAR,43.46757
2005-05-01,2005,5,2,Mixed-prokaryote mid-year state,PAR,46.94984
2005-06-01,2005,6,2,Mixed-prokaryote mid-year state,PAR,48.35837
2005-07-01,2005,7,2,Mixed-prokaryote mid-year state,PAR,46.90637
2005-08-01,2005,8,3,Prokaryote-dominated late-year state,PAR,41.5795
2005-09-01,2005,9,3,Prokaryote-dominated late-year state,PAR,38.15133
2005-10-01,2005,10,3,Prokaryote-dominated late-year state,PAR,30.274
2005-11-01,2005,11,3,Prokaryote-dominated late-year state,PAR,21.60209
2005-12-01,2005,12,1,Diatom-associated early-year state,PAR,16.51735
2006-01-01,2006,1,1,Diatom-associated early-year state,PAR,16.91236
2006-02-01,2006,2,1,Diatom-associated early-year state,PAR,22.65199
2006-03-01,2006,3,1,Diatom-associated early-year state,PAR,35.18167
2006-04-01,2006,4,1,Diatom-associated early-year state,PAR,40.84451
2006-05-01,2006,5,1,Diatom-associated early-year state,PAR,42.48072
2006-06-01,2006,6,2,Mixed-prokaryote mid-year state,PAR,43.12234
2006-07-01,2006,7,2,Mixed-prokaryote mid-year state,PAR,42.87661
2006-08-01,2006,8,2,Mixed-prokaryote mid-year state,PAR,47.18871
2006-09-01,2006,9,3,Prokaryote-dominated late-year state,PAR,37.06337
2006-10-01,2006,10,3,Prokaryote-dominated late-year state,PAR,31.82335
2006-11-01,2006,11,3,Prokaryote-dominated late-year state,PAR,20.33555
2006-12-01,2006,12,3,Prokaryote-dominated late-year state,PAR,16.29278
2007-01-01,2007,1,1,Diatom-associated early-year state,PAR,17.82913
2007-02-01,2007,2,1,Diatom-associated early-year state,PAR,26.39737
2007-03-01,2007,3,1,Diatom-associated early-year state,PAR,31.47466
2007-04-01,2007,4,1,Diatom-associated early-year state,PAR,40.34549
2007-05-01,2007,5,2,Mixed-prokaryote mid-year state,PAR,46.6361
2007-06-01,2007,6,2,Mixed-prokaryote mid-year state,PAR,46.0014
2007-07-01,2007,7,2,Mixed-prokaryote mid-year state,PAR,45.90391
2007-08-01,2007,8,2,Mixed-prokaryote mid-year state,PAR,43.70644
2007-09-01,2007,9,3,Prokaryote-dominated late-year state,PAR,35.02799
2007-10-01,2007,10,3,Prokaryote-dominated late-year state,PAR,29.19779
2007-11-01,2007,11,3,Prokaryote-dominated late-year state,PAR,22.13538
2007-12-01,2007,12,1,Diatom-associated early-year state,PAR,15.85815
2008-01-01,2008,1,3,Prokaryote-dominated late-year state,PAR,15.46411
2008-02-01,2008,2,1,Diatom-associated early-year state,PAR,26.48835
2008-03-01,2008,3,1,Diatom-associated early-year state,PAR,35.61345
2008-04-01,2008,4,1,Diatom-associated early-year state,PAR,39.37224
2008-05-01,2008,5,2,Mixed-prokaryote mid-year state,PAR,46.6053
2008-06-01,2008,6,2,Mixed-prokaryote mid-year state,PAR,40.54742
2008-07-01,2008,7,2,Mixed-prokaryote mid-year state,PAR,47.43447
2008-08-01,2008,8,3,Prokaryote-dominated late-year state,PAR,45.29633
2008-09-01,2008,9,3,Prokaryote-dominated late-year state,PAR,37.42095
2008-10-01,2008,10,3,Prokaryote-dominated late-year state,PAR,29.08485
2008-11-01,2008,11,3,Prokaryote-dominated late-year state,PAR,20.27732
2008-12-01,2008,12,1,Diatom-associated early-year state,PAR,17.47706
2009-01-01,2009,1,1,Diatom-associated early-year state,PAR,18.4399
2009-02-01,2009,2,1,Diatom-associated early-year state,PAR,21.59292
2009-03-01,2009,3,1,Diatom-associated early-year state,PAR,32.23164
2009-04-01,2009,4,1,Diatom-associated early-year state,PAR,42.95202
2009-05-01,2009,5,2,Mixed-prokaryote mid-year state,PAR,49.61242
2009-06-01,2009,6,2,Mixed-prokaryote mid-year state,PAR,47.69398
2009-07-01,2009,7,2,Mixed-prokaryote mid-year state,PAR,44.97459
2009-08-01,2009,8,2,Mixed-prokaryote mid-year state,PAR,44.64119
2009-09-01,2009,9,3,Prokaryote-dominated late-year state,PAR,36.99078
2009-10-01,2009,10,3,Prokaryote-dominated late-year state,PAR,31.64962
2009-11-01,2009,11,3,Prokaryote-dominated late-year state,PAR,17.66857
2009-12-01,2009,12,1,Diatom-associated early-year state,PAR,15.67848
2010-01-01,2010,1,1,Diatom-associated early-year state,PAR,17.88068
2010-02-01,2010,2,1,Diatom-associated early-year state,PAR,20.94246
2010-03-01,2010,3,1,Diatom-associated early-year state,PAR,29.98847
2010-04-01,2010,4,1,Diatom-associated early-year state,PAR,37.86516
2010-05-01,2010,5,1,Diatom-associated early-year state,PAR,44.90027
2010-06-01,2010,6,2,Mixed-prokaryote mid-year state,PAR,44.20998
2010-07-01,2010,7,2,Mixed-prokaryote mid-year state,PAR,44.13834
2010-08-01,2010,8,2,Mixed-prokaryote mid-year state,PAR,44.308
2010-09-01,2010,9,3,Prokaryote-dominated late-year state,PAR,36.26759
2010-10-01,2010,10,3,Prokaryote-dominated late-year state,PAR,28.24248
2010-11-01,2010,11,3,Prokaryote-dominated late-year state,PAR,22.66409
2010-12-01,2010,12,3,Prokaryote-dominated late-year state,PAR,18.18857
2011-01-01,2011,1,1,Diatom-associated early-year state,PAR,17.25359
2011-02-01,2011,2,1,Diatom-associated early-year state,PAR,24.62485
2011-03-01,2011,3,1,Diatom-associated early-year state,PAR,36.56836
2011-04-01,2011,4,1,Diatom-associated early-year state,PAR,42.43427
2011-05-01,2011,5,2,Mixed-prokaryote mid-year state,PAR,43.64163
2011-06-01,2011,6,2,Mixed-prokaryote mid-year state,PAR,40.61892
2011-07-01,2011,7,2,Mixed-prokaryote mid-year state,PAR,44.55813
2011-08-01,2011,8,2,Mixed-prokaryote mid-year state,PAR,40.71592
2011-09-01,2011,9,3,Prokaryote-dominated late-year state,PAR,37.97459
2011-10-01,2011,10,3,Prokaryote-dominated late-year state,PAR,29.13334
2011-11-01,2011,11,3,Prokaryote-dominated late-year state,PAR,18.80546
2011-12-01,2011,12,1,Diatom-associated early-year state,PAR,15.54731
2012-01-01,2012,1,1,Diatom-associated early-year state,PAR,16.48059
2012-02-01,2012,2,3,Prokaryote-dominated late-year state,PAR,22.2201
2012-03-01,2012,3,3,Prokaryote-dominated late-year state,PAR,31.5692
2012-04-01,2012,4,1,Diatom-associated early-year state,PAR,40.89522
2012-05-01,2012,5,1,Diatom-associated early-year state,PAR,47.59941
2012-06-01,2012,6,2,Mixed-prokaryote mid-year state,PAR,44.52618
2012-07-01,2012,7,2,Mixed-prokaryote mid-year state,PAR,45.82146
2012-08-01,2012,8,2,Mixed-prokaryote mid-year state,PAR,44.08653
2012-09-01,2012,9,3,Prokaryote-dominated late-year state,PAR,37.58197
2012-10-01,2012,10,3,Prokaryote-dominated late-year state,PAR,31.97255
2012-11-01,2012,11,3,Prokaryote-dominated late-year state,PAR,19.48916
2012-12-01,2012,12,3,Prokaryote-dominated late-year state,PAR,14.44504
2013-01-01,2013,1,1,Diatom-associated early-year state,PAR,17.56065
2013-02-01,2013,2,3,Prokaryote-dominated late-year state,PAR,21.53218
2013-03-01,2013,3,3,Prokaryote-dominated late-year state,PAR,35.09188
2013-04-01,2013,4,1,Diatom-associated early-year state,PAR,42.8396
2013-05-01,2013,5,1,Diatom-associated early-year state,PAR,45.23904
2013-06-01,2013,6,2,Mixed-prokaryote mid-year state,PAR,43.22112
2013-07-01,2013,7,2,Mixed-prokaryote mid-year state,PAR,47.80894
2013-08-01,2013,8,2,Mixed-prokaryote mid-year state,PAR,48.66373
2013-09-01,2013,9,3,Prokaryote-dominated late-year state,PAR,38.70431
2013-10-01,2013,10,3,Prokaryote-dominated late-year state,PAR,30.95163
2013-11-01,2013,11,3,Prokaryote-dominated late-year state,PAR,21.19913
2013-12-01,2013,12,3,Prokaryote-dominated late-year state,PAR,17.84313
2014-01-01,2014,1,3,Prokaryote-dominated late-year state,PAR,20.64507
2014-02-01,2014,2,3,Prokaryote-dominated late-year state,PAR,21.40236
2014-03-01,2014,3,3,Prokaryote-dominated late-year state,PAR,34.24438
2014-04-01,2014,4,1,Diatom-associated early-year state,PAR,39.32692
2014-05-01,2014,5,1,Diatom-associated early-year state,PAR,47.78525
2014-06-01,2014,6,2,Mixed-prokaryote mid-year state,PAR,44.05859
2014-07-01,2014,7,2,Mixed-prokaryote mid-year state,PAR,45.27071
2014-08-01,2014,8,2,Mixed-prokaryote mid-year state,PAR,40.7916
2014-09-01,2014,9,2,Mixed-prokaryote mid-year state,PAR,35.84796
2014-10-01,2014,10,3,Prokaryote-dominated late-year state,PAR,31.03512
2014-11-01,2014,11,3,Prokaryote-dominated late-year state,PAR,21.08372
2014-12-01,2014,12,3,Prokaryote-dominated late-year state,PAR,17.05835
2015-01-01,2015,1,3,Prokaryote-dominated late-year state,PAR,18.11417
2015-02-01,2015,2,3,Prokaryote-dominated late-year state,PAR,23.7515
2015-03-01,2015,3,3,Prokaryote-dominated late-year state,PAR,33.73332
2015-04-01,2015,4,1,Diatom-associated early-year state,PAR,39.32323
2015-05-01,2015,5,2,Mixed-prokaryote mid-year state,PAR,44.90139
2015-06-01,2015,6,2,Mixed-prokaryote mid-year state,PAR,42.98227
2015-07-01,2015,7,2,Mixed-prokaryote mid-year state,PAR,44.54284
2015-08-01,2015,8,2,Mixed-prokaryote mid-year state,PAR,44.28012
2015-09-01,2015,9,3,Prokaryote-dominated late-year state,PAR,38.37225
2015-10-01,2015,10,3,Prokaryote-dominated late-year state,PAR,30.93319
2015-11-01,2015,11,3,Prokaryote-dominated late-year state,PAR,14.94278
2015-12-01,2015,12,3,Prokaryote-dominated late-year state,PAR,14.92061
2016-01-01,2016,1,3,Prokaryote-dominated late-year state,PAR,15.91815
2016-02-01,2016,2,3,Prokaryote-dominated late-year state,PAR,26.0823
2016-03-01,2016,3,3,Prokaryote-dominated late-year state,PAR,35.31681
2016-04-01,2016,4,3,Prokaryote-dominated late-year state,PAR,38.373
2016-05-01,2016,5,1,Diatom-associated early-year state,PAR,43.26632
2016-06-01,2016,6,2,Mixed-prokaryote mid-year state,PAR,44.62937
2016-07-01,2016,7,2,Mixed-prokaryote mid-year state,PAR,47.64807
2016-08-01,2016,8,2,Mixed-prokaryote mid-year state,PAR,48.67304
2016-09-01,2016,9,2,Mixed-prokaryote mid-year state,PAR,36.19117
2016-10-01,2016,10,3,Prokaryote-dominated late-year state,PAR,23.73625
2016-11-01,2016,11,2,Mixed-prokaryote mid-year state,PAR,19.29554
2016-12-01,2016,12,1,Diatom-associated early-year state,PAR,16.37441
2017-01-01,2017,1,1,Diatom-associated early-year state,PAR,17.56524
2017-02-01,2017,2,1,Diatom-associated early-year state,PAR,26.1026
2017-03-01,2017,3,1,Diatom-associated early-year state,PAR,33.16465
2017-04-01,2017,4,1,Diatom-associated early-year state,PAR,42.43895
2017-05-01,2017,5,3,Prokaryote-dominated late-year state,PAR,49.04665
2017-06-01,2017,6,2,Mixed-prokaryote mid-year state,PAR,45.51573
2017-07-01,2017,7,2,Mixed-prokaryote mid-year state,PAR,48.64865
2017-08-01,2017,8,2,Mixed-prokaryote mid-year state,PAR,45.83972
2017-09-01,2017,9,3,Prokaryote-dominated late-year state,PAR,36.53032
2017-10-01,2017,10,2,Mixed-prokaryote mid-year state,PAR,27.36834
2017-11-01,2017,11,2,Mixed-prokaryote mid-year state,PAR,20.56907
2017-12-01,2017,12,1,Diatom-associated early-year state,PAR,17.50418
2018-01-01,2018,1,1,Diatom-associated early-year state,PAR,16.11736
2018-02-01,2018,2,1,Diatom-associated early-year state,PAR,24.76389
2018-03-01,2018,3,1,Diatom-associated early-year state,PAR,33.1553
2018-04-01,2018,4,3,Prokaryote-dominated late-year state,PAR,42.16234
2018-05-01,2018,5,3,Prokaryote-dominated late-year state,PAR,42.79467
2018-06-01,2018,6,2,Mixed-prokaryote mid-year state,PAR,46.54306
2018-07-01,2018,7,2,Mixed-prokaryote mid-year state,PAR,50.18477
2018-08-01,2018,8,2,Mixed-prokaryote mid-year state,PAR,47.35277
2018-09-01,2018,9,3,Prokaryote-dominated late-year state,PAR,37.1953
2018-10-01,2018,10,3,Prokaryote-dominated late-year state,PAR,30.94508
2018-11-01,2018,11,2,Mixed-prokaryote mid-year state,PAR,20.46143
2018-12-01,2018,12,1,Diatom-associated early-year state,PAR,13.96999
2019-01-01,2019,1,1,Diatom-associated early-year state,PAR,17.91958
2019-02-01,2019,2,1,Diatom-associated early-year state,PAR,20.46027
2019-03-01,2019,3,1,Diatom-associated early-year state,PAR,33.44122
2019-04-01,2019,4,1,Diatom-associated early-year state,PAR,39.76662
2019-05-01,2019,5,3,Prokaryote-dominated late-year state,PAR,48.49501
2019-06-01,2019,6,2,Mixed-prokaryote mid-year state,PAR,47.15538
2019-07-01,2019,7,2,Mixed-prokaryote mid-year state,PAR,46.24289
2019-08-01,2019,8,3,Prokaryote-dominated late-year state,PAR,45.9396
2019-09-01,2019,9,3,Prokaryote-dominated late-year state,PAR,37.695
2019-10-01,2019,10,3,Prokaryote-dominated late-year state,PAR,30.07841
2019-11-01,2019,11,3,Prokaryote-dominated late-year state,PAR,21.44509
2019-12-01,2019,12,1,Diatom-associated early-year state,PAR,16.12826
2020-01-01,2020,1,1,Diatom-associated early-year state,PAR,15.33744
2020-02-01,2020,2,1,Diatom-associated early-year state,PAR,23.66989
2020-03-01,2020,3,1,Diatom-associated early-year state,PAR,34.19953
2020-04-01,2020,4,3,Prokaryote-dominated late-year state,PAR,45.16571
2020-05-01,2020,5,2,Mixed-prokaryote mid-year state,PAR,44.75827
2020-06-01,2020,6,3,Prokaryote-dominated late-year state,PAR,42.65132
2020-07-01,2020,7,2,Mixed-prokaryote mid-year state,PAR,42.27643
2020-08-01,2020,8,2,Mixed-prokaryote mid-year state,PAR,43.81718
2020-09-01,2020,9,3,Prokaryote-dominated late-year state,PAR,36.2772
2020-10-01,2020,10,3,Prokaryote-dominated late-year state,PAR,30.26387
2020-11-01,2020,11,2,Mixed-prokaryote mid-year state,PAR,20.50158
2020-12-01,2020,12,1,Diatom-associated early-year state,PAR,16.35313
2021-01-01,2021,1,1,Diatom-associated early-year state,PAR,19.22805
2021-02-01,2021,2,1,Diatom-associated early-year state,PAR,25.95026
2021-03-01,2021,3,1,Diatom-associated early-year state,PAR,32.28797
2021-04-01,2021,4,3,Prokaryote-dominated late-year state,PAR,40.59227
2021-05-01,2021,5,3,Prokaryote-dominated late-year state,PAR,43.67931
2021-06-01,2021,6,2,Mixed-prokaryote mid-year state,PAR,44.9095
2021-07-01,2021,7,2,Mixed-prokaryote mid-year state,PAR,46.81764
2021-08-01,2021,8,3,Prokaryote-dominated late-year state,PAR,43.45911
2021-09-01,2021,9,3,Prokaryote-dominated late-year state,PAR,37.09822
2021-10-01,2021,10,3,Prokaryote-dominated late-year state,PAR,28.61113
2021-11-01,2021,11,2,Mixed-prokaryote mid-year state,PAR,21.58293
2021-12-01,2021,12,1,Diatom-associated early-year state,PAR,18.31401
2022-01-01,2022,1,1,Diatom-associated early-year state,PAR,17.41686
2022-02-01,2022,2,1,Diatom-associated early-year state,PAR,23.98489
2022-03-01,2022,3,3,Prokaryote-dominated late-year state,PAR,32.93742
2022-04-01,2022,4,3,Prokaryote-dominated late-year state,PAR,42.96676
2022-05-01,2022,5,3,Prokaryote-dominated late-year state,PAR,48.03013
2022-06-01,2022,6,2,Mixed-prokaryote mid-year state,PAR,46.10513
2022-07-01,2022,7,2,Mixed-prokaryote mid-year state,PAR,49.57646
2022-08-01,2022,8,3,Prokaryote-dominated late-year state,PAR,45.85601
2022-09-01,2022,9,3,Prokaryote-dominated late-year state,PAR,38.39801
2022-10-01,2022,10,3,Prokaryote-dominated late-year state,PAR,29.67984
2022-11-01,2022,11,2,Mixed-prokaryote mid-year state,PAR,19.828
2022-12-01,2022,12,1,Diatom-associated early-year state,PAR,15.89925
2003-01-01,2003,1,1,Diatom-associated early-year state,PDO,1.45
2003-02-01,2003,2,1,Diatom-associated early-year state,PDO,1.23
2003-03-01,2003,3,1,Diatom-associated early-year state,PDO,1.01
2003-04-01,2003,4,1,Diatom-associated early-year state,PDO,0.36
2003-05-01,2003,5,2,Mixed-prokaryote mid-year state,PDO,0.21
2003-06-01,2003,6,2,Mixed-prokaryote mid-year state,PDO,-0.42
2003-07-01,2003,7,2,Mixed-prokaryote mid-year state,PDO,0.37
2003-08-01,2003,8,3,Prokaryote-dominated late-year state,PDO,0.63
2003-09-01,2003,9,3,Prokaryote-dominated late-year state,PDO,-0.17
2003-10-01,2003,10,3,Prokaryote-dominated late-year state,PDO,0.74
2003-11-01,2003,11,3,Prokaryote-dominated late-year state,PDO,-0.23
2003-12-01,2003,12,3,Prokaryote-dominated late-year state,PDO,-0.6
2004-01-01,2004,1,1,Diatom-associated early-year state,PDO,-0.55
2004-02-01,2004,2,1,Diatom-associated early-year state,PDO,-0.21
2004-03-01,2004,3,1,Diatom-associated early-year state,PDO,-0.15
2004-04-01,2004,4,1,Diatom-associated early-year state,PDO,0.0
2004-05-01,2004,5,1,Diatom-associated early-year state,PDO,0.61
2004-06-01,2004,6,2,Mixed-prokaryote mid-year state,PDO,-0.11
2004-07-01,2004,7,2,Mixed-prokaryote mid-year state,PDO,0.04
2004-08-01,2004,8,3,Prokaryote-dominated late-year state,PDO,0.24
2004-09-01,2004,9,3,Prokaryote-dominated late-year state,PDO,0.02
2004-10-01,2004,10,3,Prokaryote-dominated late-year state,PDO,-0.72
2004-11-01,2004,11,3,Prokaryote-dominated late-year state,PDO,-1.22
2004-12-01,2004,12,3,Prokaryote-dominated late-year state,PDO,-0.64
2005-01-01,2005,1,1,Diatom-associated early-year state,PDO,-0.15
2005-02-01,2005,2,1,Diatom-associated early-year state,PDO,-0.01
2005-03-01,2005,3,1,Diatom-associated early-year state,PDO,0.7
2005-04-01,2005,4,1,Diatom-associated early-year state,PDO,0.28
2005-05-01,2005,5,2,Mixed-prokaryote mid-year state,PDO,1.36
2005-06-01,2005,6,2,Mixed-prokaryote mid-year state,PDO,0.85
2005-07-01,2005,7,2,Mixed-prokaryote mid-year state,PDO,0.11
2005-08-01,2005,8,3,Prokaryote-dominated late-year state,PDO,-0.42
2005-09-01,2005,9,3,Prokaryote-dominated late-year state,PDO,-0.99
2005-10-01,2005,10,3,Prokaryote-dominated late-year state,PDO,-2.0
2005-11-01,2005,11,3,Prokaryote-dominated late-year state,PDO,-1.89
2005-12-01,2005,12,1,Diatom-associated early-year state,PDO,-0.1
2006-01-01,2006,1,1,Diatom-associated early-year state,PDO,0.54
2006-02-01,2006,2,1,Diatom-associated early-year state,PDO,0.38
2006-03-01,2006,3,1,Diatom-associated early-year state,PDO,-0.74
2006-04-01,2006,4,1,Diatom-associated early-year state,PDO,-0.54
2006-05-01,2006,5,1,Diatom-associated early-year state,PDO,-0.37
2006-06-01,2006,6,2,Mixed-prokaryote mid-year state,PDO,0.21
2006-07-01,2006,7,2,Mixed-prokaryote mid-year state,PDO,0.39
2006-08-01,2006,8,2,Mixed-prokaryote mid-year state,PDO,-0.85
2006-09-01,2006,9,3,Prokaryote-dominated late-year state,PDO,-1.54
2006-10-01,2006,10,3,Prokaryote-dominated late-year state,PDO,-0.46
2006-11-01,2006,11,3,Prokaryote-dominated late-year state,PDO,-0.81
2006-12-01,2006,12,3,Prokaryote-dominated late-year state,PDO,-0.42
2007-01-01,2007,1,1,Diatom-associated early-year state,PDO,-0.69
2007-02-01,2007,2,1,Diatom-associated early-year state,PDO,-0.71
2007-03-01,2007,3,1,Diatom-associated early-year state,PDO,-1.1
2007-04-01,2007,4,1,Diatom-associated early-year state,PDO,-0.46
2007-05-01,2007,5,2,Mixed-prokaryote mid-year state,PDO,-0.29
2007-06-01,2007,6,2,Mixed-prokaryote mid-year state,PDO,-0.07
2007-07-01,2007,7,2,Mixed-prokaryote mid-year state,PDO,0.43
2007-08-01,2007,8,2,Mixed-prokaryote mid-year state,PDO,0.09
2007-09-01,2007,9,3,Prokaryote-dominated late-year state,PDO,-0.97
2007-10-01,2007,10,3,Prokaryote-dominated late-year state,PDO,-2.33
2007-11-01,2007,11,3,Prokaryote-dominated late-year state,PDO,-1.46
2007-12-01,2007,12,1,Diatom-associated early-year state,PDO,-0.87
2008-01-01,2008,1,3,Prokaryote-dominated late-year state,PDO,-1.5
2008-02-01,2008,2,1,Diatom-associated early-year state,PDO,-1.46
2008-03-01,2008,3,1,Diatom-associated early-year state,PDO,-1.26
2008-04-01,2008,4,1,Diatom-associated early-year state,PDO,-1.79
2008-05-01,2008,5,2,Mixed-prokaryote mid-year state,PDO,-1.62
2008-06-01,2008,6,2,Mixed-prokaryote mid-year state,PDO,-1.85
2008-07-01,2008,7,2,Mixed-prokaryote mid-year state,PDO,-1.96
2008-08-01,2008,8,3,Prokaryote-dominated late-year state,PDO,-1.85
2008-09-01,2008,9,3,Prokaryote-dominated late-year state,PDO,-1.87
2008-10-01,2008,10,3,Prokaryote-dominated late-year state,PDO,-1.9
